cell_type,rank,peak_feature,peak_idx,distance,omega_j,adj_score
CD4_HelperT,11,chr10_121412682_121413182,333569,5.754270553588867,0.4137924015522003,5.34047794342041
CD4_HelperT,12,chr1_234544412_234544912,50588,4.573012351989746,-0.7674757838249207,5.340487957000732
CD4_HelperT,13,chr9_111872652_111873152,299520,4.5107102394104,-0.8384595513343811,5.349169731140137
CD4_HelperT,14,chr2_112945602_112946102,76534,7.326052665710449,1.9718842506408691,5.35416841506958
CD4_HelperT,15,chr10_133972751_133973251,335979,5.526925563812256,0.1717384308576584,5.355186939239502
CD4_HelperT,16,chr13_99966930_99967430,405877,6.254122734069824,0.8872864246368408,5.3668365478515625
CD4_HelperT,17,chr1_239664974_239665474,51760,4.896631240844727,-0.47314453125,5.369775772094727
CD4_HelperT,18,chr6_149829561_149830061,224958,4.940882205963135,-0.4289090931415558,5.369791507720947
CD4_HelperT,19,chr16_30562484_30562984,452999,4.615675449371338,-0.7547979950904846,5.370473384857178
CD4_HelperT,20,chr17_74195500_74196000,485732,6.4917731285095215,1.1122359037399292,5.379537105560303
CD4_HelperT,21,chr21_37485546_37486046,540894,5.331654071807861,-0.050786472856998444,5.382440567016602
CD4_HelperT,22,chr3_33005273_33005773,108109,5.440327167510986,0.05717766657471657,5.38314962387085
CD4_HelperT,23,chr9_88418076_88418576,294645,6.066079616546631,0.6730907559394836,5.392988681793213
CD4_HelperT,24,chr20_21528909_21529409,526815,5.914117336273193,0.5197376608848572,5.394379615783691
CD4_HelperT,25,chr11_133815097_133815597,365326,7.961063385009766,2.5650277137756348,5.396035671234131
CD4_HelperT,26,chrX_135756770_135757270,569473,6.324193477630615,0.9269477128982544,5.39724588394165
CD4_HelperT,27,chr12_120450054_120450554,390072,5.881624221801758,0.47743168473243713,5.4041924476623535
CD4_HelperT,28,chr10_14628831_14629331,312775,6.106122970581055,0.7019126415252686,5.404210090637207
CD4_HelperT,29,chr2_112944958_112945458,76533,5.506985664367676,0.09946198761463165,5.4075236320495605
CD4_HelperT,30,chr5_130673414_130673914,182967,3.442870855331421,-1.9658464193344116,5.408717155456543
CD4_HelperT,31,chrX_135745106_135745606,569463,5.69167423248291,0.28238818049430847,5.409286022186279
CD4_HelperT,32,chr4_40284987_40285487,146340,3.578287124633789,-1.8314703702926636,5.409757614135742
CD4_HelperT,33,chr7_143533552_143534052,256788,5.570510387420654,0.1517842710018158,5.418725967407227
CD4_HelperT,34,chr15_61079892_61080392,434627,4.965738296508789,-0.4571077227592468,5.422845840454102
CD4_HelperT,35,chr7_5863841_5864341,232478,5.951492786407471,0.5283185243606567,5.4231743812561035
CD4_HelperT,36,chr13_76444040_76444540,403381,5.317630290985107,-0.11854857206344604,5.436178684234619
CD4_HelperT,37,chr3_46106794_46107294,111498,6.921136379241943,1.4829367399215698,5.438199520111084
CD4_HelperT,38,chr1_65342813_65343313,19517,6.6522111892700195,1.2136518955230713,5.438559532165527
CD4_HelperT,39,chrX_135728676_135729176,569447,5.885041236877441,0.44610679149627686,5.438934326171875
CD4_HelperT,40,chr21_37486205_37486705,540895,5.95819091796875,0.5146310925483704,5.443559646606445
CD4_HelperT,41,chr12_121198212_121198712,390450,5.37944221496582,-0.06754914671182632,5.446991443634033
CD4_HelperT,42,chr12_9106303_9106803,368534,7.74444580078125,2.297358751296997,5.447087287902832
CD4_HelperT,43,chr5_80303355_80303855,176615,4.695108413696289,-0.7533503174781799,5.448458671569824
CD4_HelperT,44,chr11_2463756_2464256,338206,5.291488170623779,-0.1572023332118988,5.448690414428711
CD4_HelperT,45,chr11_129723720_129724220,364646,5.1077704429626465,-0.3412974178791046,5.449068069458008
CD4_HelperT,46,chr21_37661438_37661938,540964,5.209456443786621,-0.23975791037082672,5.449214458465576
CD4_HelperT,47,chr1_92270075_92270575,23628,8.631623268127441,3.180385112762451,5.45123815536499
CD4_HelperT,48,chr7_151126792_151127292,258262,5.606832027435303,0.1554701179265976,5.451362133026123
CD4_HelperT,49,chr3_13908034_13908534,103952,5.259943962097168,-0.19543609023094177,5.455379962921143
CD4_HelperT,50,chr17_80084566_80085066,489129,8.562376976013184,3.1029932498931885,5.459383964538574
Dendritic_Cells,1,chr21_39188022_39188522,541401,5.433877944946289,0.45192375779151917,4.981954097747803
Dendritic_Cells,2,chr20_46364055_46364555,532849,6.568535804748535,1.5518097877502441,5.016726016998291
Dendritic_Cells,3,chr11_2461936_2462436,338205,6.1992268562316895,1.106671929359436,5.092555046081543
Dendritic_Cells,4,chr19_7609510_7610010,506210,6.51825475692749,1.3593462705612183,5.158908367156982
Dendritic_Cells,5,chr4_56177918_56178418,148277,5.279682159423828,0.10209290683269501,5.177589416503906
Dendritic_Cells,6,chr1_192846527_192847027,40675,4.903944969177246,-0.34551772475242615,5.249462604522705
Dendritic_Cells,7,chr1_235110852_235111352,50891,7.382978439331055,2.131235361099243,5.251743316650391
Dendritic_Cells,8,chr10_135119245_135119745,336606,8.33519172668457,3.044513463973999,5.290678024291992
Dendritic_Cells,9,chr3_125353308_125353808,124207,5.673494338989258,0.38005268573760986,5.2934417724609375
Dendritic_Cells,10,chr7_135335451_135335951,254802,4.975368499755859,-0.3277571201324463,5.303125381469727
Dendritic_Cells,11,chr13_48735878_48736378,400326,6.312845230102539,1.0096076726913452,5.303237438201904
Dendritic_Cells,12,chr22_24440425_24440925,547459,5.706059455871582,0.40123996138572693,5.304819583892822
Dendritic_Cells,13,chr16_81516916_81517416,460516,5.5279741287231445,0.221493661403656,5.306480407714844
Dendritic_Cells,14,chr19_15752727_15753227,509747,6.0252275466918945,0.6926597952842712,5.3325676918029785
Dendritic_Cells,15,chr15_90368504_90369004,442265,6.822572231292725,1.4741584062576294,5.348413944244385
Dendritic_Cells,16,chr5_82619521_82620021,177101,6.4431233406066895,1.0926611423492432,5.350461959838867
Dendritic_Cells,17,chrX_1623804_1624304,557509,7.547219276428223,2.1963374614715576,5.350881576538086
Dendritic_Cells,18,chr1_161053190_161053690,34794,5.25728178024292,-0.09424695372581482,5.351528644561768
Dendritic_Cells,19,chr22_37281447_37281947,551067,7.394232273101807,2.040347099304199,5.353885173797607
Dendritic_Cells,20,chr17_75096079_75096579,486180,7.093352794647217,1.7394362688064575,5.353916645050049
Dendritic_Cells,21,chr17_15786982_15787482,468908,6.240600109100342,0.8808028101921082,5.359797477722168
Dendritic_Cells,22,chr1_237033952_237034452,51590,6.840278625488281,1.480204463005066,5.360074043273926
Dendritic_Cells,23,chr10_90552423_90552923,326481,5.499048233032227,0.1309172809123993,5.368131160736084
Dendritic_Cells,24,chr10_73588788_73589288,322630,5.641191482543945,0.26591259241104126,5.375278949737549
Dendritic_Cells,25,chr6_11323727_11324227,198582,6.527664661407471,1.1483733654022217,5.379291534423828
Dendritic_Cells,26,chr6_36215945_36216445,206785,6.6780500411987305,1.2970267534255981,5.381023406982422
Dendritic_Cells,27,chr19_51964856_51965356,520270,5.703592300415039,0.3195621371269226,5.384030342102051
Dendritic_Cells,28,chr1_234977633_234978133,50788,7.137323379516602,1.749886393547058,5.387436866760254
Dendritic_Cells,29,chr1_65453235_65453735,19624,7.63197660446167,2.2403478622436523,5.391628742218018
Dendritic_Cells,30,chr8_59309183_59309683,269756,5.361051559448242,-0.032846078276634216,5.393897533416748
Dendritic_Cells,31,chr17_7972409_7972909,467595,6.816028118133545,1.4208472967147827,5.395180702209473
Dendritic_Cells,32,chr1_182118400_182118900,39052,7.76841926574707,2.3665261268615723,5.401893138885498
Dendritic_Cells,33,chr8_142237730_142238230,283443,7.21760892868042,1.8128305673599243,5.404778480529785
Dendritic_Cells,34,chr1_183573897_183574397,39478,6.940991401672363,1.5360976457595825,5.40489387512207
Dendritic_Cells,35,chr20_30700573_30701073,528113,6.3159403800964355,0.9046978950500488,5.411242485046387
Dendritic_Cells,36,chr17_72686568_72687068,484768,6.425219535827637,1.013098955154419,5.412120819091797
Dendritic_Cells,37,chr19_47827661_47828161,518455,6.4950666427612305,1.0821954011917114,5.412871360778809
Dendritic_Cells,38,chr2_65089731_65090231,67592,8.023526191711426,2.6104207038879395,5.413105487823486
Dendritic_Cells,39,chr12_111831518_111832018,388231,8.189702987670898,2.7758371829986572,5.41386604309082
Dendritic_Cells,40,chr7_76868110_76868610,244799,6.530614852905273,1.1167340278625488,5.413880825042725
Dendritic_Cells,41,chr13_31287182_31287682,396971,7.280608177185059,1.8637216091156006,5.416886329650879
Dendritic_Cells,42,chr3_45106367_45106867,111111,7.138277053833008,1.7203255891799927,5.417951583862305
Dendritic_Cells,43,chr3_46130808_46131308,111510,7.226710796356201,1.8075326681137085,5.419178009033203
Dendritic_Cells,44,chr12_27027333_27027833,372005,5.5358757972717285,0.11239194124937057,5.423483848571777
Dendritic_Cells,45,chr15_52305510_52306010,432756,6.04711389541626,0.6218565106391907,5.425257205963135
Dendritic_Cells,46,chr19_7608423_7608923,506209,7.85861349105835,2.428704261779785,5.4299092292785645
Dendritic_Cells,47,chr14_75764168_75764668,419049,6.06662654876709,0.6299654841423035,5.436661243438721
Dendritic_Cells,48,chr7_105899553_105900053,250059,5.993567943572998,0.5535577535629272,5.440010070800781
Dendritic_Cells,49,chr3_17818799_17819299,105337,4.707498073577881,-0.733864426612854,5.441362380981445
Dendritic_Cells,50,chr17_7971677_7972177,467594,5.813141345977783,0.3702857494354248,5.4428558349609375
Memory_CD4_T_Cells,1,chr6_161497340_161497840,228068,3.9637551307678223,-0.8433138728141785,4.807068824768066
Memory_CD4_T_Cells,2,chr2_147939738_147940238,82028,3.9750258922576904,-0.9818941950798035,4.956920146942139
Memory_CD4_T_Cells,3,chr5_133615223_133615723,184243,3.7802765369415283,-1.206223726272583,4.986500263214111
Memory_CD4_T_Cells,4,chr1_152365265_152365765,31341,2.7277536392211914,-2.2670955657958984,4.99484920501709
Memory_CD4_T_Cells,5,chr11_128709996_128710496,364461,2.5465376377105713,-2.4525163173675537,4.999053955078125
Memory_CD4_T_Cells,6,chr2_148206936_148207436,82050,3.711822509765625,-1.294426441192627,5.006248950958252
Memory_CD4_T_Cells,7,chr15_61191468_61191968,434662,3.542001247406006,-1.4830578565597534,5.025059223175049
Memory_CD4_T_Cells,8,chr5_130673414_130673914,182967,3.078162908554077,-1.9658464193344116,5.044009208679199
Memory_CD4_T_Cells,9,chr10_4196427_4196927,310052,3.6726903915405273,-1.4053353071212769,5.078025817871094
Memory_CD4_T_Cells,10,chr21_46644393_46644893,544103,6.3826751708984375,1.2591795921325684,5.123495578765869
Memory_CD4_T_Cells,11,chr7_70244264_70244764,243323,3.6482770442962646,-1.4932864904403687,5.141563415527344
Memory_CD4_T_Cells,12,chr14_65222544_65223044,415911,6.03374719619751,0.8866849541664124,5.147062301635742
Memory_CD4_T_Cells,13,chr20_5826841_5827341,524430,3.52179217338562,-1.628516674041748,5.150308609008789
Memory_CD4_T_Cells,14,chr7_70253267_70253767,243328,3.6975817680358887,-1.4531280994415283,5.150710105895996
Memory_CD4_T_Cells,15,chr11_95932639_95933139,357760,4.329702377319336,-0.8219560384750366,5.151658535003662
Memory_CD4_T_Cells,16,chr13_74433943_74434443,402998,2.7173635959625244,-2.4395644664764404,5.156928062438965
Memory_CD4_T_Cells,17,chr5_912441_912941,165521,5.152199745178223,-0.015027353540062904,5.167227268218994
Memory_CD4_T_Cells,18,chr15_60996322_60996822,434606,4.057526111602783,-1.115654706954956,5.17318058013916
Memory_CD4_T_Cells,19,chr2_228713291_228713791,96780,5.4289140701293945,0.23868247866630554,5.190231800079346
Memory_CD4_T_Cells,20,chr2_9922202_9922702,55761,6.462827205657959,1.2644226551055908,5.198404312133789
Memory_CD4_T_Cells,21,chr7_130636373_130636873,253768,5.8158674240112305,0.6120738387107849,5.203793525695801
Memory_CD4_T_Cells,22,chr7_157204210_157204710,259533,5.342161178588867,0.13668018579483032,5.205481052398682
Memory_CD4_T_Cells,23,chr9_134585333_134585833,306107,5.491187572479248,0.2793543338775635,5.2118330001831055
Memory_CD4_T_Cells,24,chr22_32354477_32354977,549897,5.671096324920654,0.4416124224662781,5.2294840812683105
Memory_CD4_T_Cells,25,chr11_64667600_64668100,349939,4.669730186462402,-0.5691041350364685,5.238834381103516
Memory_CD4_T_Cells,26,chr3_33005273_33005773,108109,5.307114601135254,0.05717766657471657,5.249937057495117
Memory_CD4_T_Cells,27,chr9_37529077_37529577,291019,6.214363098144531,0.9580565094947815,5.2563066482543945
Memory_CD4_T_Cells,28,chr8_42011593_42012093,267884,3.893463611602783,-1.3631393909454346,5.256603240966797
Memory_CD4_T_Cells,29,chr12_120450054_120450554,390072,5.737096309661865,0.47743168473243713,5.259664535522461
Memory_CD4_T_Cells,30,chr15_60855666_60856166,434535,5.837934494018555,0.5763450860977173,5.261589527130127
Memory_CD4_T_Cells,31,chr6_149829561_149830061,224958,4.836187839508057,-0.4289090931415558,5.265097141265869
Memory_CD4_T_Cells,32,chr13_34184441_34184941,397627,4.827391624450684,-0.4389999210834503,5.266391754150391
Memory_CD4_T_Cells,33,chr4_7856676_7857176,141881,5.571423530578613,0.30158573389053345,5.269837856292725
Memory_CD4_T_Cells,34,chr5_156586968_156587468,190077,4.122818470001221,-1.148856520652771,5.271675109863281
Memory_CD4_T_Cells,35,chr5_130672846_130673346,182966,3.6847474575042725,-1.5966845750808716,5.281432151794434
Memory_CD4_T_Cells,36,chr4_143307570_143308070,159330,2.0640065670013428,-3.21809720993042,5.282103538513184
Memory_CD4_T_Cells,37,chr11_3533216_3533716,338716,5.785907745361328,0.5033428072929382,5.282565116882324
Memory_CD4_T_Cells,38,chr8_42038663_42039163,267899,3.9564454555511475,-1.3337796926498413,5.290225028991699
Memory_CD4_T_Cells,39,chr11_71421317_71421817,352761,5.605719089508057,0.31411710381507874,5.29160213470459
Memory_CD4_T_Cells,40,chr9_304493_304993,285337,3.9287991523742676,-1.3643062114715576,5.293105125427246
Memory_CD4_T_Cells,41,chr22_39380936_39381436,552357,7.742680072784424,2.448298692703247,5.294381141662598
Memory_CD4_T_Cells,42,chr12_28406191_28406691,372333,5.07449197769165,-0.22176524996757507,5.296257019042969
Memory_CD4_T_Cells,43,chr17_2385365_2385865,465493,5.251902103424072,-0.04848362132906914,5.30038595199585
Memory_CD4_T_Cells,44,chr9_117481052_117481552,301061,5.797383785247803,0.4886150658130646,5.3087687492370605
Memory_CD4_T_Cells,45,chr7_70243545_70244045,243322,2.611152410507202,-2.701200246810913,5.312352657318115
Memory_CD4_T_Cells,46,chr12_47820608_47821108,374673,5.757299900054932,0.44292446970939636,5.314375400543213
Memory_CD4_T_Cells,47,chr15_61079892_61080392,434627,4.863081455230713,-0.4571077227592468,5.320188999176025
Memory_CD4_T_Cells,48,chr12_124954012_124954512,392306,5.250705718994141,-0.07953844219446182,5.330244064331055
Memory_CD4_T_Cells,49,chr12_122729231_122729731,391273,5.951629638671875,0.6208620071411133,5.330767631530762
Memory_CD4_T_Cells,50,chr14_50449349_50449849,412576,5.039883613586426,-0.29321935772895813,5.333103179931641
Memory_CD8_T_Cells,1,chr7_134679996_134680496,254646,3.5342857837677,-1.3859308958053589,4.9202165603637695
Memory_CD8_T_Cells,2,chr2_87053102_87053602,71811,7.3371381759643555,2.3990705013275146,4.938067436218262
Memory_CD8_T_Cells,3,chr17_79629967_79630467,488786,5.023335933685303,0.08526483923196793,4.938071250915527
Memory_CD8_T_Cells,4,chr2_87012592_87013092,71773,5.922614097595215,0.9366084337234497,4.986005783081055
Memory_CD8_T_Cells,5,chr2_231440326_231440826,97126,7.742090702056885,2.7547311782836914,4.987359523773193
Memory_CD8_T_Cells,6,chr12_10446101_10446601,369057,6.237711429595947,1.246662974357605,4.991048336029053
Memory_CD8_T_Cells,7,chr2_7707824_7708324,54820,4.246921539306641,-0.7991538047790527,5.046075344085693
Memory_CD8_T_Cells,8,chr2_7657142_7657642,54810,5.509477138519287,0.4606403708457947,5.048836708068848
Memory_CD8_T_Cells,9,chr21_46073865_46074365,543785,5.604290008544922,0.543596088886261,5.060693740844727
Memory_CD8_T_Cells,10,chr21_45967417_45967917,543759,5.70461893081665,0.6418431997299194,5.062775611877441
Memory_CD8_T_Cells,11,chr11_88576890_88577390,356684,4.936359405517578,-0.13434511423110962,5.070704460144043
Memory_CD8_T_Cells,12,chr8_28918851_28919351,265604,7.724354267120361,2.6474297046661377,5.0769243240356445
Memory_CD8_T_Cells,13,chr5_80253743_80254243,176591,5.102198123931885,0.021575812250375748,5.08062219619751
Memory_CD8_T_Cells,14,chr12_6442656_6443156,367492,5.907150745391846,0.8205870389938354,5.086563587188721
